p1	p2	agree	ministry	c
2	5	0	Klima- og Energiministeriet	1
3	5	1	Klima- og Energiministeriet	1
4	5	1	Klima- og Energiministeriet	1
5	5	1	Klima- og Energiministeriet	1
6	5	1	Klima- og Energiministeriet	1
7	5	1	Klima- og Energiministeriet	1
14	5	0	Klima- og Energiministeriet	1
1	6	1	Klima- og Energiministeriet	1
2	6	0	Klima- og Energiministeriet	1
3	6	1	Klima- og Energiministeriet	1
4	6	1	Klima- og Energiministeriet	1
5	6	1	Klima- og Energiministeriet	1
6	6	1	Klima- og Energiministeriet	1
7	6	1	Klima- og Energiministeriet	1
14	6	0	Klima- og Energiministeriet	1
1	7	1	Klima- og Energiministeriet	1
2	7	0	Klima- og Energiministeriet	1
3	7	1	Klima- og Energiministeriet	1
4	7	1	Klima- og Energiministeriet	1
5	7	1	Klima- og Energiministeriet	1
6	7	1	Klima- og Energiministeriet	1
7	7	1	Klima- og Energiministeriet	1
14	7	0	Klima- og Energiministeriet	1
1	14	0	Klima- og Energiministeriet	1
2	14	1	Klima- og Energiministeriet	1
3	14	0	Klima- og Energiministeriet	1
4	14	0	Klima- og Energiministeriet	1
5	14	0	Klima- og Energiministeriet	1
6	14	0	Klima- og Energiministeriet	1
7	14	0	Klima- og Energiministeriet	1
14	14	1	Klima- og Energiministeriet	1
1	1	35	Klima-, Energi- og Bygningsministeriet	35
2	1	27	Klima-, Energi- og Bygningsministeriet	35
3	1	35	Klima-, Energi- og Bygningsministeriet	35
4	1	35	Klima-, Energi- og Bygningsministeriet	35
5	1	34	Klima-, Energi- og Bygningsministeriet	35
6	1	32	Klima-, Energi- og Bygningsministeriet	35
7	1	34	Klima-, Energi- og Bygningsministeriet	35
14	1	18	Klima-, Energi- og Bygningsministeriet	35
1	2	27	Klima-, Energi- og Bygningsministeriet	35
2	2	35	Klima-, Energi- og Bygningsministeriet	35
3	2	27	Klima-, Energi- og Bygningsministeriet	35
4	2	27	Klima-, Energi- og Bygningsministeriet	35
5	2	28	Klima-, Energi- og Bygningsministeriet	35
6	2	24	Klima-, Energi- og Bygningsministeriet	35
7	2	26	Klima-, Energi- og Bygningsministeriet	35
14	2	19	Klima-, Energi- og Bygningsministeriet	35
1	3	35	Klima-, Energi- og Bygningsministeriet	35
2	3	27	Klima-, Energi- og Bygningsministeriet	35
3	3	35	Klima-, Energi- og Bygningsministeriet	35
4	3	35	Klima-, Energi- og Bygningsministeriet	35
5	3	34	Klima-, Energi- og Bygningsministeriet	35
6	3	32	Klima-, Energi- og Bygningsministeriet	35
7	3	34	Klima-, Energi- og Bygningsministeriet	35
14	3	18	Klima-, Energi- og Bygningsministeriet	35
1	4	35	Klima-, Energi- og Bygningsministeriet	35
2	4	27	Klima-, Energi- og Bygningsministeriet	35
3	4	35	Klima-, Energi- og Bygningsministeriet	35
4	4	35	Klima-, Energi- og Bygningsministeriet	35
5	4	34	Klima-, Energi- og Bygningsministeriet	35
6	4	32	Klima-, Energi- og Bygningsministeriet	35
7	4	34	Klima-, Energi- og Bygningsministeriet	35
14	4	18	Klima-, Energi- og Bygningsministeriet	35
1	5	34	Klima-, Energi- og Bygningsministeriet	35
2	5	28	Klima-, Energi- og Bygningsministeriet	35
3	5	34	Klima-, Energi- og Bygningsministeriet	35
4	5	34	Klima-, Energi- og Bygningsministeriet	35
5	5	35	Klima-, Energi- og Bygningsministeriet	35
6	5	31	Klima-, Energi- og Bygningsministeriet	35
7	5	33	Klima-, Energi- og Bygningsministeriet	35
14	5	19	Klima-, Energi- og Bygningsministeriet	35
1	6	32	Klima-, Energi- og Bygningsministeriet	35
2	6	24	Klima-, Energi- og Bygningsministeriet	35
3	6	32	Klima-, Energi- og Bygningsministeriet	35
4	6	32	Klima-, Energi- og Bygningsministeriet	35
5	6	31	Klima-, Energi- og Bygningsministeriet	35
6	6	35	Klima-, Energi- og Bygningsministeriet	35
7	6	31	Klima-, Energi- og Bygningsministeriet	35
14	6	15	Klima-, Energi- og Bygningsministeriet	35
1	7	34	Klima-, Energi- og Bygningsministeriet	35
2	7	26	Klima-, Energi- og Bygningsministeriet	35
3	7	34	Klima-, Energi- og Bygningsministeriet	35
4	7	34	Klima-, Energi- og Bygningsministeriet	35
5	7	33	Klima-, Energi- og Bygningsministeriet	35
6	7	31	Klima-, Energi- og Bygningsministeriet	35
7	7	35	Klima-, Energi- og Bygningsministeriet	35
14	7	17	Klima-, Energi- og Bygningsministeriet	35
1	14	18	Klima-, Energi- og Bygningsministeriet	35
2	14	19	Klima-, Energi- og Bygningsministeriet	35
3	14	18	Klima-, Energi- og Bygningsministeriet	35
4	14	18	Klima-, Energi- og Bygningsministeriet	35
5	14	19	Klima-, Energi- og Bygningsministeriet	35
6	14	15	Klima-, Energi- og Bygningsministeriet	35
7	14	17	Klima-, Energi- og Bygningsministeriet	35
14	14	35	Klima-, Energi- og Bygningsministeriet	35
1	1	32	Kulturministeriet	32
2	1	17	Kulturministeriet	32
3	1	32	Kulturministeriet	32
4	1	32	Kulturministeriet	32
5	1	25	Kulturministeriet	32
6	1	26	Kulturministeriet	32
7	1	26	Kulturministeriet	32
14	1	22	Kulturministeriet	32
1	2	17	Kulturministeriet	32
2	2	32	Kulturministeriet	32
3	2	17	Kulturministeriet	32
4	2	17	Kulturministeriet	32
5	2	22	Kulturministeriet	32
6	2	13	Kulturministeriet	32
7	2	22	Kulturministeriet	32
14	2	17	Kulturministeriet	32
1	3	32	Kulturministeriet	32
2	3	17	Kulturministeriet	32
3	3	32	Kulturministeriet	32
4	3	32	Kulturministeriet	32
5	3	25	Kulturministeriet	32
6	3	26	Kulturministeriet	32
7	3	26	Kulturministeriet	32
14	3	22	Kulturministeriet	32
1	4	32	Kulturministeriet	32
2	4	17	Kulturministeriet	32
3	4	32	Kulturministeriet	32
4	4	32	Kulturministeriet	32
5	4	25	Kulturministeriet	32
6	4	26	Kulturministeriet	32
7	4	26	Kulturministeriet	32
14	4	22	Kulturministeriet	32
1	5	25	Kulturministeriet	32
2	5	22	Kulturministeriet	32
3	5	25	Kulturministeriet	32
4	5	25	Kulturministeriet	32
5	5	32	Kulturministeriet	32
6	5	19	Kulturministeriet	32
7	5	31	Kulturministeriet	32
14	5	23	Kulturministeriet	32
1	6	26	Kulturministeriet	32
2	6	13	Kulturministeriet	32
3	6	26	Kulturministeriet	32
4	6	26	Kulturministeriet	32
5	6	19	Kulturministeriet	32
6	6	32	Kulturministeriet	32
7	6	20	Kulturministeriet	32
14	6	20	Kulturministeriet	32
1	7	26	Kulturministeriet	32
2	7	22	Kulturministeriet	32
3	7	26	Kulturministeriet	32
4	7	26	Kulturministeriet	32
5	7	31	Kulturministeriet	32
6	7	20	Kulturministeriet	32
7	7	32	Kulturministeriet	32
14	7	22	Kulturministeriet	32
1	14	22	Kulturministeriet	32
2	14	17	Kulturministeriet	32
3	14	22	Kulturministeriet	32
4	14	22	Kulturministeriet	32
5	14	23	Kulturministeriet	32
6	14	20	Kulturministeriet	32
7	14	22	Kulturministeriet	32
14	14	32	Kulturministeriet	32
1	1	60	Miljøministeriet	60
2	1	32	Miljøministeriet	60
3	1	58	Miljøministeriet	60
4	1	60	Miljøministeriet	60
5	1	38	Miljøministeriet	60
6	1	55	Miljøministeriet	60
7	1	43	Miljøministeriet	60
14	1	32	Miljøministeriet	60
1	2	32	Miljøministeriet	60
2	2	60	Miljøministeriet	60
3	2	30	Miljøministeriet	60
4	2	32	Miljøministeriet	60
5	2	48	Miljøministeriet	60
6	2	27	Miljøministeriet	60
7	2	46	Miljøministeriet	60
14	2	45	Miljøministeriet	60
1	3	58	Miljøministeriet	60
2	3	30	Miljøministeriet	60
3	3	60	Miljøministeriet	60
4	3	58	Miljøministeriet	60
5	3	36	Miljøministeriet	60
6	3	57	Miljøministeriet	60
7	3	41	Miljøministeriet	60
14	3	30	Miljøministeriet	60
1	4	60	Miljøministeriet	60
2	4	32	Miljøministeriet	60
3	4	58	Miljøministeriet	60
4	4	60	Miljøministeriet	60
5	4	38	Miljøministeriet	60
6	4	55	Miljøministeriet	60
7	4	43	Miljøministeriet	60
14	4	32	Miljøministeriet	60
1	5	38	Miljøministeriet	60
2	5	48	Miljøministeriet	60
3	5	36	Miljøministeriet	60
4	5	38	Miljøministeriet	60
5	5	60	Miljøministeriet	60
6	5	33	Miljøministeriet	60
7	5	52	Miljøministeriet	60
14	5	50	Miljøministeriet	60
1	6	55	Miljøministeriet	60
2	6	27	Miljøministeriet	60
3	6	57	Miljøministeriet	60
4	6	55	Miljøministeriet	60
5	6	33	Miljøministeriet	60
6	6	60	Miljøministeriet	60
7	6	38	Miljøministeriet	60
14	6	27	Miljøministeriet	60
1	7	43	Miljøministeriet	60
2	7	46	Miljøministeriet	60
3	7	41	Miljøministeriet	60
4	7	43	Miljøministeriet	60
5	7	52	Miljøministeriet	60
6	7	38	Miljøministeriet	60
7	7	60	Miljøministeriet	60
14	7	48	Miljøministeriet	60
1	14	32	Miljøministeriet	60
2	14	45	Miljøministeriet	60
3	14	30	Miljøministeriet	60
4	14	32	Miljøministeriet	60
5	14	50	Miljøministeriet	60
6	14	27	Miljøministeriet	60
7	14	48	Miljøministeriet	60
14	14	60	Miljøministeriet	60
1	1	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
2	1	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
3	1	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
4	1	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
5	1	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
6	1	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
7	1	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
14	1	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
1	2	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
2	2	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
3	2	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
4	2	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
5	2	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
6	2	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
7	2	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
14	2	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
1	3	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
2	3	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
3	3	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
4	3	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
5	3	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
6	3	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
7	3	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
14	3	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
1	4	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
2	4	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
3	4	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
4	4	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
5	4	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
6	4	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
7	4	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
14	4	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
1	5	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
2	5	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
3	5	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
4	5	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
5	5	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
6	5	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
7	5	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
14	5	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
1	6	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
2	6	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
3	6	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
4	6	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
5	6	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
6	6	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
7	6	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
14	6	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
1	7	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
2	7	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
3	7	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
4	7	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
5	7	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
6	7	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
7	7	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
14	7	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
1	14	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
2	14	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
3	14	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
4	14	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
5	14	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
6	14	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
7	14	0	Miljøministeriet, Erhvervs- og Vækstministeriet	1
14	14	1	Miljøministeriet, Erhvervs- og Vækstministeriet	1
1	1	41	Ministeriet for By, Bolig og Landdistrikter	41
2	1	26	Ministeriet for By, Bolig og Landdistrikter	41
3	1	37	Ministeriet for By, Bolig og Landdistrikter	41
4	1	41	Ministeriet for By, Bolig og Landdistrikter	41
5	1	28	Ministeriet for By, Bolig og Landdistrikter	41
6	1	31	Ministeriet for By, Bolig og Landdistrikter	41
7	1	30	Ministeriet for By, Bolig og Landdistrikter	41
14	1	23	Ministeriet for By, Bolig og Landdistrikter	41
1	2	26	Ministeriet for By, Bolig og Landdistrikter	41
2	2	41	Ministeriet for By, Bolig og Landdistrikter	41
3	2	22	Ministeriet for By, Bolig og Landdistrikter	41
4	2	26	Ministeriet for By, Bolig og Landdistrikter	41
5	2	35	Ministeriet for By, Bolig og Landdistrikter	41
6	2	18	Ministeriet for By, Bolig og Landdistrikter	41
7	2	33	Ministeriet for By, Bolig og Landdistrikter	41
14	2	26	Ministeriet for By, Bolig og Landdistrikter	41
1	3	37	Ministeriet for By, Bolig og Landdistrikter	41
2	3	22	Ministeriet for By, Bolig og Landdistrikter	41
3	3	41	Ministeriet for By, Bolig og Landdistrikter	41
4	3	37	Ministeriet for By, Bolig og Landdistrikter	41
5	3	24	Ministeriet for By, Bolig og Landdistrikter	41
6	3	35	Ministeriet for By, Bolig og Landdistrikter	41
7	3	26	Ministeriet for By, Bolig og Landdistrikter	41
14	3	19	Ministeriet for By, Bolig og Landdistrikter	41
1	4	41	Ministeriet for By, Bolig og Landdistrikter	41
2	4	26	Ministeriet for By, Bolig og Landdistrikter	41
3	4	37	Ministeriet for By, Bolig og Landdistrikter	41
4	4	41	Ministeriet for By, Bolig og Landdistrikter	41
5	4	28	Ministeriet for By, Bolig og Landdistrikter	41
6	4	31	Ministeriet for By, Bolig og Landdistrikter	41
7	4	30	Ministeriet for By, Bolig og Landdistrikter	41
14	4	23	Ministeriet for By, Bolig og Landdistrikter	41
1	5	28	Ministeriet for By, Bolig og Landdistrikter	41
2	5	35	Ministeriet for By, Bolig og Landdistrikter	41
3	5	24	Ministeriet for By, Bolig og Landdistrikter	41
4	5	28	Ministeriet for By, Bolig og Landdistrikter	41
5	5	41	Ministeriet for By, Bolig og Landdistrikter	41
6	5	20	Ministeriet for By, Bolig og Landdistrikter	41
7	5	39	Ministeriet for By, Bolig og Landdistrikter	41
14	5	30	Ministeriet for By, Bolig og Landdistrikter	41
1	6	31	Ministeriet for By, Bolig og Landdistrikter	41
2	6	18	Ministeriet for By, Bolig og Landdistrikter	41
3	6	35	Ministeriet for By, Bolig og Landdistrikter	41
4	6	31	Ministeriet for By, Bolig og Landdistrikter	41
5	6	20	Ministeriet for By, Bolig og Landdistrikter	41
6	6	41	Ministeriet for By, Bolig og Landdistrikter	41
7	6	20	Ministeriet for By, Bolig og Landdistrikter	41
14	6	15	Ministeriet for By, Bolig og Landdistrikter	41
1	7	30	Ministeriet for By, Bolig og Landdistrikter	41
2	7	33	Ministeriet for By, Bolig og Landdistrikter	41
3	7	26	Ministeriet for By, Bolig og Landdistrikter	41
4	7	30	Ministeriet for By, Bolig og Landdistrikter	41
5	7	39	Ministeriet for By, Bolig og Landdistrikter	41
6	7	20	Ministeriet for By, Bolig og Landdistrikter	41
7	7	41	Ministeriet for By, Bolig og Landdistrikter	41
14	7	30	Ministeriet for By, Bolig og Landdistrikter	41
1	14	23	Ministeriet for By, Bolig og Landdistrikter	41
2	14	26	Ministeriet for By, Bolig og Landdistrikter	41
3	14	19	Ministeriet for By, Bolig og Landdistrikter	41
4	14	23	Ministeriet for By, Bolig og Landdistrikter	41
5	14	30	Ministeriet for By, Bolig og Landdistrikter	41
6	14	15	Ministeriet for By, Bolig og Landdistrikter	41
7	14	30	Ministeriet for By, Bolig og Landdistrikter	41
14	14	41	Ministeriet for By, Bolig og Landdistrikter	41
1	1	24	Ministeriet for Børn og Undervisning	24
2	1	16	Ministeriet for Børn og Undervisning	24
3	1	24	Ministeriet for Børn og Undervisning	24
4	1	24	Ministeriet for Børn og Undervisning	24
5	1	19	Ministeriet for Børn og Undervisning	24
6	1	16	Ministeriet for Børn og Undervisning	24
7	1	18	Ministeriet for Børn og Undervisning	24
14	1	16	Ministeriet for Børn og Undervisning	24
1	2	16	Ministeriet for Børn og Undervisning	24
2	2	24	Ministeriet for Børn og Undervisning	24
3	2	16	Ministeriet for Børn og Undervisning	24
4	2	16	Ministeriet for Børn og Undervisning	24
5	2	16	Ministeriet for Børn og Undervisning	24
6	2	10	Ministeriet for Børn og Undervisning	24
7	2	20	Ministeriet for Børn og Undervisning	24
14	2	16	Ministeriet for Børn og Undervisning	24
1	3	24	Ministeriet for Børn og Undervisning	24
2	3	16	Ministeriet for Børn og Undervisning	24
3	3	24	Ministeriet for Børn og Undervisning	24
4	3	24	Ministeriet for Børn og Undervisning	24
5	3	19	Ministeriet for Børn og Undervisning	24
6	3	16	Ministeriet for Børn og Undervisning	24
7	3	18	Ministeriet for Børn og Undervisning	24
14	3	16	Ministeriet for Børn og Undervisning	24
1	4	24	Ministeriet for Børn og Undervisning	24
2	4	16	Ministeriet for Børn og Undervisning	24
3	4	24	Ministeriet for Børn og Undervisning	24
4	4	24	Ministeriet for Børn og Undervisning	24
5	4	19	Ministeriet for Børn og Undervisning	24
6	4	16	Ministeriet for Børn og Undervisning	24
7	4	18	Ministeriet for Børn og Undervisning	24
14	4	16	Ministeriet for Børn og Undervisning	24
1	5	19	Ministeriet for Børn og Undervisning	24
2	5	16	Ministeriet for Børn og Undervisning	24
3	5	19	Ministeriet for Børn og Undervisning	24
4	5	19	Ministeriet for Børn og Undervisning	24
5	5	24	Ministeriet for Børn og Undervisning	24
6	5	11	Ministeriet for Børn og Undervisning	24
7	5	20	Ministeriet for Børn og Undervisning	24
14	5	16	Ministeriet for Børn og Undervisning	24
1	6	16	Ministeriet for Børn og Undervisning	24
2	6	10	Ministeriet for Børn og Undervisning	24
3	6	16	Ministeriet for Børn og Undervisning	24
4	6	16	Ministeriet for Børn og Undervisning	24
5	6	11	Ministeriet for Børn og Undervisning	24
6	6	24	Ministeriet for Børn og Undervisning	24
7	6	10	Ministeriet for Børn og Undervisning	24
14	6	10	Ministeriet for Børn og Undervisning	24
1	7	18	Ministeriet for Børn og Undervisning	24
2	7	20	Ministeriet for Børn og Undervisning	24
3	7	18	Ministeriet for Børn og Undervisning	24
4	7	18	Ministeriet for Børn og Undervisning	24
5	7	20	Ministeriet for Børn og Undervisning	24
6	7	10	Ministeriet for Børn og Undervisning	24
7	7	24	Ministeriet for Børn og Undervisning	24
14	7	20	Ministeriet for Børn og Undervisning	24
1	14	16	Ministeriet for Børn og Undervisning	24
2	14	16	Ministeriet for Børn og Undervisning	24
3	14	16	Ministeriet for Børn og Undervisning	24
4	14	16	Ministeriet for Børn og Undervisning	24
5	14	16	Ministeriet for Børn og Undervisning	24
6	14	10	Ministeriet for Børn og Undervisning	24
7	14	20	Ministeriet for Børn og Undervisning	24
14	14	24	Ministeriet for Børn og Undervisning	24
1	1	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
2	1	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
3	1	23	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
4	1	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
5	1	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
6	1	18	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
7	1	22	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
14	1	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
1	2	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
2	2	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
3	2	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
4	2	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
5	2	19	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
6	2	16	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
7	2	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
14	2	19	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
1	3	23	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
2	3	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
3	3	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
4	3	23	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
5	3	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
6	3	19	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
7	3	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
14	3	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
1	4	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
2	4	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
3	4	23	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
4	4	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
5	4	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
6	4	18	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
7	4	22	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
14	4	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
1	5	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
2	5	19	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
3	5	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
4	5	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
5	5	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
6	5	15	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
7	5	23	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
14	5	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
1	6	18	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
2	6	16	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
3	6	19	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
4	6	18	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
5	6	15	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
6	6	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
7	6	16	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
14	6	15	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
1	7	22	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
2	7	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
3	7	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
4	7	22	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
5	7	23	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
6	7	16	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
7	7	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
14	7	23	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
1	14	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
2	14	19	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
3	14	20	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
4	14	21	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
5	14	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
6	14	15	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
7	14	23	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
14	14	24	Ministeriet for Børn, Ligestilling, Integration og Sociale Forhold	24
1	1	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
2	1	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
3	1	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
4	1	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
5	1	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
6	1	15	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
7	1	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
14	1	24	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
1	2	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
2	2	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
3	2	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
4	2	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
5	2	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
6	2	15	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
7	2	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
14	2	24	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
1	3	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
2	3	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
3	3	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
4	3	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
5	3	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
6	3	15	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
7	3	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
14	3	24	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
1	4	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
2	4	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
3	4	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
4	4	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
5	4	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
6	4	15	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
7	4	25	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
14	4	24	Ministeriet for Forskning, Innovation og Videregående Uddannelser	25
